,brewery_id,breweries,in_business,city,state,latitude,longitude,brewery_type,phone,website,beer_id,availability,beer_name,beer_style,abv,ibu,is_retired,master_style
7214,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,UfQyCF,,Fig Saison Ale,French & Belgian-Style Saison,6.3,,N,Saison
7215,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,6z9mLg,,Imperial Stout,British-Style Imperial Stout,10.3,,N,Stout
7216,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,diGXjw,,India Pale Ale,American-Style India Pale Ale,6.3,,N,IPA
7217,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,jIsaV7,,Reserve Ale,Belgian-Style Dark Strong Ale,9.3,,N,Ale
7218,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,xwKCnz,,Scottish Ale,Scottish-Style Heavy Ale,7.5,,N,Ale
7219,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,aG30xQ,,Videri Chocolate Stout,Sweet or Cream Stout,6.4,,N,Stout
7220,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,LcbOeY,,Weissbier,German-Style Leichtes Weizen / Weissbier,4.7,,N,Other
7221,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,Xm9pCV,,Weizenbock,South German-Style Weizenbock / Weissbock,5.6,,N,Other
7222,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,kkmpMa,,Belgian Pale Ale,Belgian-Style Pale Ale,5.6,,N,Pale Ale
7223,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,G1zLtN,,Biere de Garde,French-Style Bière de Garde,6.3,,N,Other
7224,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,pFt1U8,,Export Stout,Foreign (Export)-Style Stout,6.2,,N,Stout
7225,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,UfQyCF,,Fig Saison Ale,French & Belgian-Style Saison,6.3,,N,Saison
7226,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,6z9mLg,,Imperial Stout,British-Style Imperial Stout,10.3,,N,Stout
7227,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,diGXjw,,India Pale Ale,American-Style India Pale Ale,6.3,,N,IPA
7228,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,jIsaV7,,Reserve Ale,Belgian-Style Dark Strong Ale,9.3,,N,Ale
7229,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,xwKCnz,,Scottish Ale,Scottish-Style Heavy Ale,7.5,,N,Ale
7230,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,aG30xQ,,Videri Chocolate Stout,Sweet or Cream Stout,6.4,,N,Stout
7231,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,LcbOeY,,Weissbier,German-Style Leichtes Weizen / Weissbier,4.7,,N,Other
7232,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,Xm9pCV,,Weizenbock,South German-Style Weizenbock / Weissbock,5.6,,N,Other
7233,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,kkmpMa,,Belgian Pale Ale,Belgian-Style Pale Ale,5.6,,N,Pale Ale
7234,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,G1zLtN,,Biere de Garde,French-Style Bière de Garde,6.3,,N,Other
7235,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,pFt1U8,,Export Stout,Foreign (Export)-Style Stout,6.2,,N,Stout
7236,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,UfQyCF,,Fig Saison Ale,French & Belgian-Style Saison,6.3,,N,Saison
7237,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,6z9mLg,,Imperial Stout,British-Style Imperial Stout,10.3,,N,Stout
7238,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,diGXjw,,India Pale Ale,American-Style India Pale Ale,6.3,,N,IPA
7239,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,jIsaV7,,Reserve Ale,Belgian-Style Dark Strong Ale,9.3,,N,Ale
7240,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,xwKCnz,,Scottish Ale,Scottish-Style Heavy Ale,7.5,,N,Ale
7241,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,aG30xQ,,Videri Chocolate Stout,Sweet or Cream Stout,6.4,,N,Stout
7242,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,LcbOeY,,Weissbier,German-Style Leichtes Weizen / Weissbier,4.7,,N,Other
7243,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999999,Brewpub,704-488-2797,http://ponysaurusbrewing.com,Xm9pCV,,Weizenbock,South German-Style Weizenbock / Weissbock,5.6,,N,Other
7244,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,vJ7OZl,,Ain't That a Peach,Berliner-Style Weisse (Wheat),3.9,,N,Other
7245,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,vsSjS9,,Barrel Aged Gangway IPA,American-Style India Pale Ale,,,N,IPA
7246,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,aHg3NN,Seasonal,Berry Belgian Waffle,Belgian-Style Pale Ale,7.9,12.0,N,Pale Ale
7247,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,RbhN7c,Year Round,Citra Dry Hop Lager (CDL),Dry Lager,4.0,,N,Lager
7248,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,M6oC1j,Seasonal,Coconut Coffee Porter,Coffee-Flavored Beer,7.8,,N,Other
7249,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,AtF1nf,,Cotton Tail Orange Creamsic-ALE,American-Style Pale Ale,5.5,38.0,N,Pale Ale
7250,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,6EdX2z,Year Round,Cotton Tail Pale Ale,American-Style Pale Ale,5.5,37.0,N,Pale Ale
7251,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,INiAqE,,Evolving Hare,Session India Pale Ale,4.6,,N,IPA
7252,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,dlq0rL,Seasonal,Forbidden Fruit,French & Belgian-Style Saison,5.5,,N,Saison
7253,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,ZF6mJq,Year Round,Gangway IPA,American-Style India Pale Ale,6.9,,N,IPA
7254,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,nmkOCy,Year Round,Gem City Classic,American-Style Light (Low Calorie) Lager,4.2,15.9,N,Lager
7255,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,mL37Bw,Fall,Hasenpfeffer Oktoberfest,German-Style Oktoberfest / Wiesen (Meadow),5.5,20.0,N,Other
7256,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,gFgdF2,Seasonal,Hassenpfeffer Oktoberfest,American-Style Märzen / Oktoberfest,5.5,20.0,N,Other
7257,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,PYaVQl,,Island of Misfits,American-Style India Pale Ale,7.2,74.0,N,IPA
7258,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,BYpaTH,Year Round,Long Day Lager,American-Style Lager,4.98,25.0,N,Lager
7259,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,0rLnG0,,Long Night Lager,International-Style Pilsener,4.98,25.0,N,Other
7260,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,ox46Nh,Limited,National Common,California Common Beer,5.5,,N,Other
7261,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,JrkWYy,,Peach State Pale Ale,American-Style Pale Ale,5.8,,N,Pale Ale
7262,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,sPHdAD,Limited,Rabbit's Reserve # 9: Imperial Red IPA,Imperial Red Ale,9.4,94.0,N,Ale
7263,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,xHJrK9,Limited,Rabbit's Reserve #3: Saison,French & Belgian-Style Saison,5.5,,N,Saison
7264,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,aJcU4p,Limited,Rabbit's Reserve #4: OktoberfestIn,German-Style Oktoberfest / Wiesen (Meadow),,,N,Other
7265,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,LgArlx,Limited,Rabbit's Reserve #5: Double Black IPA,American-Style Black Ale,9.0,80.0,N,Ale
7266,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,Uj0RJe,Limited,Rabbit's Reserve #6: Rauchbier,Bamberg-Style Märzen Rauchbier,6.8,,N,Other
7267,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,72jFT5,Limited,Rabbit's Reserve #7: Thrice Hopped Imperial IPA,Imperial or Double India Pale Ale,8.5,93.0,N,IPA
7268,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,jMS3cW,Limited,Rabbit's Reserve #8: Equinox Fresh Hopped IPA,American-Style India Pale Ale,7.6,75.0,N,IPA
7269,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,KfiPt5,Limited,Rabbit’s Reserve #1: Chocolate Porter,Brown Porter,8.0,15.0,N,Porter
7270,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,3hwlWG,Limited,Rabbit’s Reserve #2: Imperial Red IPA,Imperial or Double India Pale Ale,9.4,80.0,N,IPA
7271,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,oes4oZ,,Rewired,American-Style India Pale Ale,6.5,44.0,N,IPA
7272,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,4Pkglu,Year Round,Soft J,American-Style India Pale Ale,6.8,,N,IPA
7273,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,bPp5Jb,,SPF 50/50,American-Style India Pale Ale,4.2,38.0,N,IPA
7274,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,rZjGnN,Year Round,SPF 50/50 India Pale Radler,Specialty Beer,4.2,38.0,N,Other
7275,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,XBCjam,Seasonal,Sticky Stout,Oatmeal Stout,6.5,17.0,N,Stout
7276,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,SEcB7P,Year Round,Tangerine SPF 50/50,American-Style India Pale Ale,4.2,26.0,N,IPA
7277,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,5p4Ji0,Seasonal,Well Bless Her Tart,Berliner-Style Weisse (Wheat),3.85,,N,Other
7278,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,MzzsZo,Seasonal,Whabbit Wheat,American-Style Wheat Beer,5.6,11.0,N,Wheat Beer
7279,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,09Q9sg,,Wintery Mix SPF 50/50,American-Style Pale Ale,4.2,26.0,N,Pale Ale
7280,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,vJ7OZl,,Ain't That a Peach,Berliner-Style Weisse (Wheat),3.9,,N,Other
7281,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,vsSjS9,,Barrel Aged Gangway IPA,American-Style India Pale Ale,,,N,IPA
7282,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,aHg3NN,Seasonal,Berry Belgian Waffle,Belgian-Style Pale Ale,7.9,12.0,N,Pale Ale
7283,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,RbhN7c,Year Round,Citra Dry Hop Lager (CDL),Dry Lager,4.0,,N,Lager
7284,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,M6oC1j,Seasonal,Coconut Coffee Porter,Coffee-Flavored Beer,7.8,,N,Other
7285,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,AtF1nf,,Cotton Tail Orange Creamsic-ALE,American-Style Pale Ale,5.5,38.0,N,Pale Ale
7286,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,6EdX2z,Year Round,Cotton Tail Pale Ale,American-Style Pale Ale,5.5,37.0,N,Pale Ale
7287,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,INiAqE,,Evolving Hare,Session India Pale Ale,4.6,,N,IPA
7288,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,dlq0rL,Seasonal,Forbidden Fruit,French & Belgian-Style Saison,5.5,,N,Saison
7289,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,ZF6mJq,Year Round,Gangway IPA,American-Style India Pale Ale,6.9,,N,IPA
7290,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,nmkOCy,Year Round,Gem City Classic,American-Style Light (Low Calorie) Lager,4.2,15.9,N,Lager
7291,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,mL37Bw,Fall,Hasenpfeffer Oktoberfest,German-Style Oktoberfest / Wiesen (Meadow),5.5,20.0,N,Other
7292,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,gFgdF2,Seasonal,Hassenpfeffer Oktoberfest,American-Style Märzen / Oktoberfest,5.5,20.0,N,Other
7293,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,PYaVQl,,Island of Misfits,American-Style India Pale Ale,7.2,74.0,N,IPA
7294,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,BYpaTH,Year Round,Long Day Lager,American-Style Lager,4.98,25.0,N,Lager
7295,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,0rLnG0,,Long Night Lager,International-Style Pilsener,4.98,25.0,N,Other
7296,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,ox46Nh,Limited,National Common,California Common Beer,5.5,,N,Other
7297,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,JrkWYy,,Peach State Pale Ale,American-Style Pale Ale,5.8,,N,Pale Ale
7298,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,sPHdAD,Limited,Rabbit's Reserve # 9: Imperial Red IPA,Imperial Red Ale,9.4,94.0,N,Ale
7299,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,xHJrK9,Limited,Rabbit's Reserve #3: Saison,French & Belgian-Style Saison,5.5,,N,Saison
7300,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,aJcU4p,Limited,Rabbit's Reserve #4: OktoberfestIn,German-Style Oktoberfest / Wiesen (Meadow),,,N,Other
7301,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,LgArlx,Limited,Rabbit's Reserve #5: Double Black IPA,American-Style Black Ale,9.0,80.0,N,Ale
7302,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,Uj0RJe,Limited,Rabbit's Reserve #6: Rauchbier,Bamberg-Style Märzen Rauchbier,6.8,,N,Other
7303,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,72jFT5,Limited,Rabbit's Reserve #7: Thrice Hopped Imperial IPA,Imperial or Double India Pale Ale,8.5,93.0,N,IPA
7304,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,jMS3cW,Limited,Rabbit's Reserve #8: Equinox Fresh Hopped IPA,American-Style India Pale Ale,7.6,75.0,N,IPA
7305,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,KfiPt5,Limited,Rabbit’s Reserve #1: Chocolate Porter,Brown Porter,8.0,15.0,N,Porter
7306,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,3hwlWG,Limited,Rabbit’s Reserve #2: Imperial Red IPA,Imperial or Double India Pale Ale,9.4,80.0,N,IPA
7307,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,oes4oZ,,Rewired,American-Style India Pale Ale,6.5,44.0,N,IPA
7308,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,4Pkglu,Year Round,Soft J,American-Style India Pale Ale,6.8,,N,IPA
7309,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,bPp5Jb,,SPF 50/50,American-Style India Pale Ale,4.2,38.0,N,IPA
7310,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,rZjGnN,Year Round,SPF 50/50 India Pale Radler,Specialty Beer,4.2,38.0,N,Other
7311,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,XBCjam,Seasonal,Sticky Stout,Oatmeal Stout,6.5,17.0,N,Stout
7312,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,SEcB7P,Year Round,Tangerine SPF 50/50,American-Style India Pale Ale,4.2,26.0,N,IPA
7313,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,5p4Ji0,Seasonal,Well Bless Her Tart,Berliner-Style Weisse (Wheat),3.85,,N,Other
7314,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,MzzsZo,Seasonal,Whabbit Wheat,American-Style Wheat Beer,5.6,11.0,N,Wheat Beer
7315,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999999,Micro Brewery,,,09Q9sg,,Wintery Mix SPF 50/50,American-Style Pale Ale,4.2,26.0,N,Pale Ale
7316,VVT7Jn,Sidetracked Brewery,Y,MORGANTON,North Carolina,35.7422235,-81.6819897,Nano Brewery,8285445840,https://www.sidetrackedbrew.com/,wHCCNh,Year Round,Absolute Block,Classic Irish-Style Dry Stout,5.5,30.0,N,Stout
7317,VVT7Jn,Sidetracked Brewery,Y,MORGANTON,North Carolina,35.7422235,-81.6819897,Nano Brewery,8285445840,https://www.sidetrackedbrew.com/,EMrLT5,Year Round,Bessemer Process Pale Ale,American-Style Pale Ale,6.1,39.0,N,Pale Ale
7318,VVT7Jn,Sidetracked Brewery,Y,MORGANTON,North Carolina,35.7422235,-81.6819897,Nano Brewery,8285445840,https://www.sidetrackedbrew.com/,JxTOEG,Year Round,Crosstie Brown,English-Style Brown Ale,5.7,24.0,N,Ale
7319,VVT7Jn,Sidetracked Brewery,Y,MORGANTON,North Carolina,35.7422235,-81.6819897,Nano Brewery,8285445840,https://www.sidetrackedbrew.com/,c38XJe,Year Round,Light Rail Blonde,Golden or Blonde Ale,4.5,19.0,N,Ale
7320,VVT7Jn,Sidetracked Brewery,Y,MORGANTON,North Carolina,35.7422235,-81.6819897,Nano Brewery,8285445840,https://www.sidetrackedbrew.com/,AudogZ,Year Round,Thomas the Dank Engine,Juicy or Hazy India Pale Ale,6.8,15.0,N,IPA
7321,VVT7Jn,Sidetracked Brewery,Y,MORGANTON,North Carolina,35.7422235,-81.6819897,Nano Brewery,8285445840,https://www.sidetrackedbrew.com/,qga9cW,Year Round,Weizenbahn Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,6.0,,N,Hefeweizen
7322,VVT7Jn,Sidetracked Brewery,Y,MORGANTON,North Carolina,35.7422235,-81.6819897,Nano Brewery,8285445840,https://www.sidetrackedbrew.com/,hdka4p,Year Round,Whistleblower Sour Ale,American-Style Sour Ale,5.3,18.6,N,Ale
7323,VVT7Jn,Sidetracked Brewery,Y,MORGANTON,North Carolina,35.7422235,-81.6819897,Nano Brewery,8285445840,https://www.sidetrackedbrew.com/,wHCCNh,Year Round,Absolute Block,Classic Irish-Style Dry Stout,5.5,30.0,N,Stout
7324,VVT7Jn,Sidetracked Brewery,Y,MORGANTON,North Carolina,35.7422235,-81.6819897,Nano Brewery,8285445840,https://www.sidetrackedbrew.com/,EMrLT5,Year Round,Bessemer Process Pale Ale,American-Style Pale Ale,6.1,39.0,N,Pale Ale
7325,VVT7Jn,Sidetracked Brewery,Y,MORGANTON,North Carolina,35.7422235,-81.6819897,Nano Brewery,8285445840,https://www.sidetrackedbrew.com/,JxTOEG,Year Round,Crosstie Brown,English-Style Brown Ale,5.7,24.0,N,Ale
7326,VVT7Jn,Sidetracked Brewery,Y,MORGANTON,North Carolina,35.7422235,-81.6819897,Nano Brewery,8285445840,https://www.sidetrackedbrew.com/,c38XJe,Year Round,Light Rail Blonde,Golden or Blonde Ale,4.5,19.0,N,Ale
7327,VVT7Jn,Sidetracked Brewery,Y,MORGANTON,North Carolina,35.7422235,-81.6819897,Nano Brewery,8285445840,https://www.sidetrackedbrew.com/,AudogZ,Year Round,Thomas the Dank Engine,Juicy or Hazy India Pale Ale,6.8,15.0,N,IPA
7328,VVT7Jn,Sidetracked Brewery,Y,MORGANTON,North Carolina,35.7422235,-81.6819897,Nano Brewery,8285445840,https://www.sidetrackedbrew.com/,qga9cW,Year Round,Weizenbahn Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,6.0,,N,Hefeweizen
7329,VVT7Jn,Sidetracked Brewery,Y,MORGANTON,North Carolina,35.7422235,-81.6819897,Nano Brewery,8285445840,https://www.sidetrackedbrew.com/,hdka4p,Year Round,Whistleblower Sour Ale,American-Style Sour Ale,5.3,18.6,N,Ale
7330,Ibch0C,Skull Camp Brewing,Y,Elkin,North Carolina,36.2835665,-80.85254590000001,Micro Brewery,,,xBX8b1,,Black Jack,American-Style India Pale Ale,6.4,72.0,N,IPA
7331,Ibch0C,Skull Camp Brewing,Y,Elkin,North Carolina,36.2835665,-80.85254590000001,Micro Brewery,,,ccFcez,,Elevation 2044,Imperial or Double India Pale Ale,9.0,,N,IPA
7332,Ibch0C,Skull Camp Brewing,Y,Elkin,North Carolina,36.2835665,-80.85254590000001,Micro Brewery,,,EQivBN,,Frozen Toes Amarillo,American-Style India Pale Ale,,,N,IPA
