,brewery_id,beer_id,availability,beer_name,beer_style,abv,ibu,is_retired,master_style
4792,pcrctk,wZBG6O,Year Round,Jam Session,American-Style Pale Ale,5.1,31.0,N,Pale Ale
4793,pcrctk,oT2zAL,Limited,Jole Mole,American-Style Amber/Red Ale,6.1,24.0,N,Ale
4794,pcrctk,M7a5NK,,Kinda Peachy,American-Style Sour Ale,4.4,5.0,N,Ale
4795,pcrctk,04CMei,,Kiwi Blonde,Golden or Blonde Ale,4.6,,N,Ale
4796,pcrctk,0lCztq,Limited,KiWit,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.0,18.0,N,Other
4797,pcrctk,3x8MRS,,Kukumber Kolsch,German-Style Kölsch / Köln-Style Kölsch,5.3,25.0,N,Other
4798,pcrctk,BqAZwM,,Lemon Shortbread Kolsch,German-Style Kölsch / Köln-Style Kölsch,4.8,,N,Other
4799,pcrctk,bxzsq8,Limited,Liquid Lust,British-Style Imperial Stout,11.6,32.0,N,Stout
4800,pcrctk,nJeH7o,,Melon Drop Blonde,Golden or Blonde Ale,5.3,25.0,N,Ale
4801,pcrctk,x56Edy,,Mexi Lager,American-Style Lager,5.3,,N,Lager
4802,pcrctk,D46Kbi,Year Round,Midnight Madness,American-Style Black Ale,6.65,71.0,N,Ale
4803,pcrctk,jxdOlI,,Minty Thin,Brown Porter,5.8,45.0,N,Porter
4804,pcrctk,pNp8l9,Year Round,Monk's Trunks,Belgian-Style Pale Ale,5.2,27.0,N,Pale Ale
4805,pcrctk,kzqbBn,,Montro,American-Style Imperial Stout,11.2,60.0,N,Stout
4806,pcrctk,isQwPA,Limited,Morning NoDaVation,American-Style Stout,5.8,40.0,N,Stout
4807,pcrctk,XinJvX,,Muffin Top,American-Style Amber/Red Ale,6.8,23.0,N,Ale
4808,pcrctk,6xDLeE,,N.E. Day Pale Ale,American-Style Pale Ale,5.2,40.0,N,Pale Ale
4809,pcrctk,6Lp2f1,Limited,Natural Blond,Belgian-Style Blonde Ale,7.6,19.0,N,Ale
4810,pcrctk,C9KB0u,Limited,Naughty List,Specialty Beer,7.2,29.0,N,Other
4811,pcrctk,lbnpgA,Year Round,NoDajito,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.8,18.0,N,Other
4812,pcrctk,yQeiIq,Limited,NoDaRyeZ'd,American-Style India Pale Ale,8.65,90.0,N,IPA
4813,JKx7GQ,hY6r9z,Limited,North Carolina Gose West,Leipzig-Style Gose,,,N,Other
4814,pcrctk,8ofWA4,,Not Your Dad's ChamBEER,American-Style Pale Ale,6.0,40.0,N,Pale Ale
4815,pcrctk,3e3u7M,Seasonal,Oktoberfest,American-Style Märzen / Oktoberfest,6.3,20.0,N,Other
4816,pcrctk,8g7n2M,,Old Voyage,British-Style Barley Wine Ale,9.6,30.0,N,Ale
4817,pcrctk,WKD0xo,,PACIFIC REIGN,Imperial or Double India Pale Ale,9.8,108.0,N,IPA
4818,pcrctk,QZshj4,Limited,Pacific Reign,Imperial or Double India Pale Ale,9.8,108.0,N,IPA
4819,pcrctk,Do4w5r,,Par 4,Session India Pale Ale,4.0,65.0,N,IPA
4820,wTFQaf,C6q6Uu,,Partner Ships: Hoppy Wheat Ale (NoDa),American-Style Wheat Beer,5.0,42.0,N,Wheat Beer
4821,pcrctk,3X9DPb,,Premium Roast Coffee Stout,Coffee-Flavored Beer,5.5,35.0,N,Other
4822,pcrctk,nEsyxw,,Proceed With Kolschion,German-Style Kölsch / Köln-Style Kölsch,4.6,20.0,N,Other
4823,pcrctk,tfir0U,,Queen City Unity,American-Style India Pale Ale,7.0,58.0,N,IPA
4824,pcrctk,jnD5zy,Year Round,Ramble on Red,American-Style Amber/Red Ale,5.2,30.0,N,Ale
4825,pcrctk,fQDPce,Limited,Red Summit,American-Style India Pale Ale,7.0,80.0,N,IPA
4826,pcrctk,0r6G2L,,Respect Your Elderflower,Contemporary Gose,4.0,3.0,N,Other
4827,pcrctk,9K9HKA,Fall,Roaring Riot Rye Pale Ale,American-Style Pale Ale,5.5,,N,Pale Ale
4828,pcrctk,HjwDm5,Limited,Rye Not Stout,American-Style Stout,6.8,47.0,N,Stout
4829,pcrctk,WNNq4x,Limited,Rye So Serious???,Belgian-Style Dark Strong Ale,8.0,38.0,N,Ale
4830,pcrctk,UEzK6I,Limited,Ryet Spice Belgian Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.8,18.0,N,Other
4831,pcrctk,36UbTD,Limited,S'more Porter,Brown Porter,5.8,27.0,N,Porter
4832,pcrctk,xIzT7K,Limited,S.S.A.S.M.A.S.H.,Specialty Beer,4.3,50.0,N,Other
4833,pcrctk,9GpLQQ,,Saison De Maison,French & Belgian-Style Saison,5.3,,N,Saison
4834,pcrctk,cgX849,,Samoan Blonde,Golden or Blonde Ale,4.9,20.0,N,Ale
4835,pcrctk,ewnuFz,,Satsuma IPA,American-Style India Pale Ale,7.0,70.0,N,IPA
4836,pcrctk,ZciHGl,Limited,Single Berry,Fruit Wheat Ale or Lager with or without Yeast,3.9,34.0,N,Other
4837,pcrctk,8h6eEO,Limited,Special Bee,Other Belgian-Style Ales,6.6,34.0,N,Other
4838,pcrctk,qiIKmv,,Steam Punk,California Common Beer,5.3,40.0,N,Other
4839,pcrctk,EOZWdU,,Sticky Rice,American-Style Lager,4.1,15.0,N,Lager
4840,pcrctk,3naUR6,,Sticky When Wet,American-Style India Pale Ale,6.3,60.0,N,IPA
4841,pcrctk,R8dpPg,,Stoutzilla,American-Style Stout,6.0,40.0,N,Stout
4842,pcrctk,LdWOmk,,Such A Teaz,American-Style India Pale Ale,5.7,21.0,N,IPA
4843,pcrctk,Iw3Mpy,,Summer Heat Wheat,American-Style Wheat Beer,5.4,,N,Wheat Beer
4844,pcrctk,l8OKJV,,Tagging-Along,American-Style Brown Ale,5.4,,N,Ale
4845,pcrctk,q8K6NE,Limited,Tart Attack,Berliner-Style Weisse (Wheat),4.3,,N,Other
4846,pcrctk,BwR5QC,Limited,Tart Your Engines,Berliner-Style Weisse (Wheat),5.23,6.0,N,Other
4847,pcrctk,riNQM9,Limited,Top of the Charts,American-Style India Pale Ale,6.0,62.0,N,IPA
4848,pcrctk,4QJcH4,Year Round,TriUmphant,Belgian-Style Tripel,9.7,35.0,N,Other
4849,pcrctk,kCC69B,,Weizen Up,South German-Style Hefeweizen / Hefeweissbier,5.3,,N,Hefeweizen
4850,pcrctk,QmlnJm,Limited,Winter Rose,Golden or Blonde Ale,6.0,28.0,N,Ale
4851,pcrctk,m7lNay,Year Round,Woody & Wilcox,American-Style India Pale Ale,6.0,60.0,N,IPA
4852,pcrctk,3pibIN,,Woody & Wilcox’s Hop Experiment Session Ale - Special Hop Blend,Session India Pale Ale,4.9,,N,IPA
4853,pcrctk,l0pSNp,Limited,Zest Fest,Other Belgian-Style Ales,6.5,35.0,N,Other
4854,pcrctk,qbRV90,Limited,'tis the Saison,French & Belgian-Style Saison,7.0,30.0,N,Saison
4855,pcrctk,oqqAH5,,366 Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,6.0,50.0,N,Other
4856,pcrctk,wBk9cg,,80 Schilling,Scottish-Style Heavy Ale,4.5,,N,Ale
4857,pcrctk,RR1X8d,,Aprinox,American-Style India Pale Ale,,,N,IPA
4858,pcrctk,U26EVa,Limited,Autopilot,Golden or Blonde Ale,4.8,40.0,N,Ale
4859,pcrctk,xZcQIe,,Bandito,American-Style Light (Low Calorie) Lager,4.9,15.0,N,Lager
4860,pcrctk,6Yi8Fj,Limited,Barn Hopper,Other Belgian-Style Ales,7.5,80.0,N,Other
4861,pcrctk,LC9kYb,Limited,Belgian Baster,Belgian-Style Dubbel,7.4,20.0,N,Other
4862,pcrctk,fWoi2u,,Boba's Galactic Trip,Berliner-Style Weisse (Wheat),4.0,,N,Other
4863,pcrctk,oG9tZd,Limited,Boiler Hater,American-Style Pale Ale,5.8,48.0,N,Pale Ale
4864,pcrctk,Sj9eSh,,Breast Intentions,French & Belgian-Style Saison,6.0,,N,Saison
4865,pcrctk,yuEc8i,Limited,Burn Out,American-Style Brown Ale,9.5,90.0,N,Ale
4866,pcrctk,EHigzZ,Limited,Calyptic Blonde Ale,Belgian-Style Blonde Ale,5.6,35.0,N,Ale
4867,pcrctk,ifXqoS,Limited,CaraRyeZer,American-Style Pale Ale,5.0,40.0,N,Pale Ale
4868,pcrctk,Y0VYjx,,CAVU,Golden or Blonde Ale,4.6,,N,Ale
4869,pcrctk,ZpbMrT,Limited,CHAllie Brown,English-Style Brown Ale,4.4,17.0,N,Ale
4870,pcrctk,7TUHqX,Year Round,Coco Loco,Robust Porter,6.2,40.0,N,Porter
4871,pcrctk,ivWclr,Winter,Cold Crash,Herb and Spice Beer,6.2,,N,Other
4872,pcrctk,X1dZto,,Czech Mate,American-Style Pilsener,5.0,40.0,N,Other
4873,pcrctk,FOecCi,Limited,Dark Thymes,French & Belgian-Style Saison,6.1,28.0,N,Saison
4874,SWMzJ3,kNOIG6,Limited,Directionally Challenged,American-Style India Pale Ale,5.5,,N,IPA
4875,pcrctk,u3f1vW,Limited,Dirty Monkey,South German-Style Dunkel Weizen / Dunkel Weissbier,5.4,17.5,N,Other
4876,pcrctk,SAaCvu,,Draft Monk,American-Belgo-Style Ale,5.6,25.0,N,Ale
4877,pcrctk,bCCfkW,,Drop Dead Gordgeous,Pumpkin Beer,9.2,20.0,N,Other
4878,pcrctk,SiDMdt,,Dubbel Trouble,Belgian-Style Dubbel,7.4,30.0,N,Other
4879,pcrctk,4CAqa3,,Dynamic Duo,Imperial or Double India Pale Ale,10.1,120.0,N,IPA
4880,pcrctk,Wx6XGz,,Epiphany Pale Ale,American-Style Pale Ale,6.6,40.0,N,Pale Ale
4881,pcrctk,ORUBkP,Limited,Extra Special Bart,Extra Special Bitter,6.0,35.0,N,Other
4882,pcrctk,j5ig08,,Fuzz IPA,American-Style India Pale Ale,7.0,75.0,N,IPA
4883,pcrctk,KzGext,Limited,Get The Party Tarted,Berliner-Style Weisse (Wheat),4.5,10.0,N,Other
4884,pcrctk,ppeI3O,,Getting Caught In the Grain,American-Style Wheat Wine Ale,4.6,22.0,N,Ale
4885,pcrctk,xVsYi2,Seasonal,Ghost Hop,Specialty Beer,6.0,68.0,N,Other
4886,pcrctk,b5Hz2l,,Good Cookie Pecan Sandie,Golden or Blonde Ale,5.6,19.0,N,Ale
4887,pcrctk,kwEYhA,,Good Will Hopping,American-Style India Pale Ale,7.4,,N,IPA
4888,pcrctk,hvjdnW,Fall,Gordgeous,Pumpkin Beer,6.4,,N,Other
4889,pcrctk,ufHaRm,,Grapefruit Geddy,American-Style India Pale Ale,6.5,,N,IPA
4890,pcrctk,u0UCoN,,GREEN TEA LEMON KOLSCH,German-Style Kölsch / Köln-Style Kölsch,5.2,27.0,N,Other
4891,pcrctk,zeH4gh,Limited,Hart en Ziel,Belgian-Style Pale Strong Ale,7.8,88.0,N,Ale
4892,pcrctk,DwPhN8,,Hazy Hash IPA,American-Style India Pale Ale,7.0,,N,IPA
4893,pcrctk,d4vo3H,Limited,HefeRyezen,South German-Style Hefeweizen / Hefeweissbier,4.7,13.4,N,Hefeweizen
4894,pcrctk,Fteac6,Limited,Hop Cakes,Imperial or Double India Pale Ale,10.0,118.0,N,IPA
4895,pcrctk,1x5tQg,,Hop Experiment - Mosaic,American-Style Pale Ale,,,N,Pale Ale
4896,pcrctk,9Wo7Np,,Hop Roggen,Rye Ale or Lager with or without Yeast,5.5,52.0,N,Other
4897,pcrctk,akNWSH,Year Round,"Hop, Drop 'n Roll",American-Style India Pale Ale,7.2,80.0,N,IPA
4898,pcrctk,Ysu4Fp,Limited,Hope's Stout,Sweet or Cream Stout,4.0,,N,Stout
4899,pcrctk,Z4XTkE,,Hoppy Holidays,American-Style India Pale Ale,6.5,60.0,N,IPA
4900,pcrctk,DWensK,,Hopslager,American-Style Lager,4.5,30.0,N,Lager
4901,pcrctk,NJZPLE,,Hot Pistol,Specialty Stouts,7.0,,N,Other
4902,pcrctk,KFSRwx,Limited,Imperial CoCo LoCo,Brown Porter,9.7,,N,Porter
4903,pcrctk,2lte8X,,"Imperial Hop, Drop 'N Roll",Imperial or Double India Pale Ale,10.0,119.0,N,IPA
4904,pcrctk,wZBG6O,Year Round,Jam Session,American-Style Pale Ale,5.1,31.0,N,Pale Ale
4905,pcrctk,oT2zAL,Limited,Jole Mole,American-Style Amber/Red Ale,6.1,24.0,N,Ale
4906,pcrctk,M7a5NK,,Kinda Peachy,American-Style Sour Ale,4.4,5.0,N,Ale
4907,pcrctk,04CMei,,Kiwi Blonde,Golden or Blonde Ale,4.6,,N,Ale
4908,pcrctk,0lCztq,Limited,KiWit,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.0,18.0,N,Other
4909,pcrctk,3x8MRS,,Kukumber Kolsch,German-Style Kölsch / Köln-Style Kölsch,5.3,25.0,N,Other
4910,pcrctk,BqAZwM,,Lemon Shortbread Kolsch,German-Style Kölsch / Köln-Style Kölsch,4.8,,N,Other
4911,pcrctk,bxzsq8,Limited,Liquid Lust,British-Style Imperial Stout,11.6,32.0,N,Stout
4912,pcrctk,nJeH7o,,Melon Drop Blonde,Golden or Blonde Ale,5.3,25.0,N,Ale
4913,pcrctk,x56Edy,,Mexi Lager,American-Style Lager,5.3,,N,Lager
4914,pcrctk,D46Kbi,Year Round,Midnight Madness,American-Style Black Ale,6.65,71.0,N,Ale
4915,pcrctk,jxdOlI,,Minty Thin,Brown Porter,5.8,45.0,N,Porter
4916,pcrctk,pNp8l9,Year Round,Monk's Trunks,Belgian-Style Pale Ale,5.2,27.0,N,Pale Ale
4917,pcrctk,kzqbBn,,Montro,American-Style Imperial Stout,11.2,60.0,N,Stout
4918,pcrctk,isQwPA,Limited,Morning NoDaVation,American-Style Stout,5.8,40.0,N,Stout
4919,pcrctk,XinJvX,,Muffin Top,American-Style Amber/Red Ale,6.8,23.0,N,Ale
4920,pcrctk,6xDLeE,,N.E. Day Pale Ale,American-Style Pale Ale,5.2,40.0,N,Pale Ale
4921,pcrctk,6Lp2f1,Limited,Natural Blond,Belgian-Style Blonde Ale,7.6,19.0,N,Ale
4922,pcrctk,C9KB0u,Limited,Naughty List,Specialty Beer,7.2,29.0,N,Other
4923,pcrctk,lbnpgA,Year Round,NoDajito,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.8,18.0,N,Other
4924,pcrctk,yQeiIq,Limited,NoDaRyeZ'd,American-Style India Pale Ale,8.65,90.0,N,IPA
4925,JKx7GQ,hY6r9z,Limited,North Carolina Gose West,Leipzig-Style Gose,,,N,Other
4926,pcrctk,8ofWA4,,Not Your Dad's ChamBEER,American-Style Pale Ale,6.0,40.0,N,Pale Ale
4927,pcrctk,3e3u7M,Seasonal,Oktoberfest,American-Style Märzen / Oktoberfest,6.3,20.0,N,Other
4928,pcrctk,8g7n2M,,Old Voyage,British-Style Barley Wine Ale,9.6,30.0,N,Ale
4929,pcrctk,WKD0xo,,PACIFIC REIGN,Imperial or Double India Pale Ale,9.8,108.0,N,IPA
4930,pcrctk,QZshj4,Limited,Pacific Reign,Imperial or Double India Pale Ale,9.8,108.0,N,IPA
4931,pcrctk,Do4w5r,,Par 4,Session India Pale Ale,4.0,65.0,N,IPA
4932,wTFQaf,C6q6Uu,,Partner Ships: Hoppy Wheat Ale (NoDa),American-Style Wheat Beer,5.0,42.0,N,Wheat Beer
4933,pcrctk,3X9DPb,,Premium Roast Coffee Stout,Coffee-Flavored Beer,5.5,35.0,N,Other
4934,pcrctk,nEsyxw,,Proceed With Kolschion,German-Style Kölsch / Köln-Style Kölsch,4.6,20.0,N,Other
4935,pcrctk,tfir0U,,Queen City Unity,American-Style India Pale Ale,7.0,58.0,N,IPA
4936,pcrctk,jnD5zy,Year Round,Ramble on Red,American-Style Amber/Red Ale,5.2,30.0,N,Ale
4937,pcrctk,fQDPce,Limited,Red Summit,American-Style India Pale Ale,7.0,80.0,N,IPA
4938,pcrctk,0r6G2L,,Respect Your Elderflower,Contemporary Gose,4.0,3.0,N,Other
4939,pcrctk,9K9HKA,Fall,Roaring Riot Rye Pale Ale,American-Style Pale Ale,5.5,,N,Pale Ale
4940,pcrctk,HjwDm5,Limited,Rye Not Stout,American-Style Stout,6.8,47.0,N,Stout
4941,pcrctk,WNNq4x,Limited,Rye So Serious???,Belgian-Style Dark Strong Ale,8.0,38.0,N,Ale
4942,pcrctk,UEzK6I,Limited,Ryet Spice Belgian Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.8,18.0,N,Other
4943,pcrctk,36UbTD,Limited,S'more Porter,Brown Porter,5.8,27.0,N,Porter
4944,pcrctk,xIzT7K,Limited,S.S.A.S.M.A.S.H.,Specialty Beer,4.3,50.0,N,Other
4945,pcrctk,9GpLQQ,,Saison De Maison,French & Belgian-Style Saison,5.3,,N,Saison
4946,pcrctk,cgX849,,Samoan Blonde,Golden or Blonde Ale,4.9,20.0,N,Ale
4947,pcrctk,ewnuFz,,Satsuma IPA,American-Style India Pale Ale,7.0,70.0,N,IPA
4948,pcrctk,ZciHGl,Limited,Single Berry,Fruit Wheat Ale or Lager with or without Yeast,3.9,34.0,N,Other
4949,pcrctk,8h6eEO,Limited,Special Bee,Other Belgian-Style Ales,6.6,34.0,N,Other
4950,pcrctk,qiIKmv,,Steam Punk,California Common Beer,5.3,40.0,N,Other
4951,pcrctk,EOZWdU,,Sticky Rice,American-Style Lager,4.1,15.0,N,Lager
4952,pcrctk,3naUR6,,Sticky When Wet,American-Style India Pale Ale,6.3,60.0,N,IPA
4953,pcrctk,R8dpPg,,Stoutzilla,American-Style Stout,6.0,40.0,N,Stout
4954,pcrctk,LdWOmk,,Such A Teaz,American-Style India Pale Ale,5.7,21.0,N,IPA
4955,pcrctk,Iw3Mpy,,Summer Heat Wheat,American-Style Wheat Beer,5.4,,N,Wheat Beer
4956,pcrctk,l8OKJV,,Tagging-Along,American-Style Brown Ale,5.4,,N,Ale
4957,pcrctk,q8K6NE,Limited,Tart Attack,Berliner-Style Weisse (Wheat),4.3,,N,Other
4958,pcrctk,BwR5QC,Limited,Tart Your Engines,Berliner-Style Weisse (Wheat),5.23,6.0,N,Other
4959,pcrctk,riNQM9,Limited,Top of the Charts,American-Style India Pale Ale,6.0,62.0,N,IPA
4960,pcrctk,4QJcH4,Year Round,TriUmphant,Belgian-Style Tripel,9.7,35.0,N,Other
4961,pcrctk,kCC69B,,Weizen Up,South German-Style Hefeweizen / Hefeweissbier,5.3,,N,Hefeweizen
4962,pcrctk,QmlnJm,Limited,Winter Rose,Golden or Blonde Ale,6.0,28.0,N,Ale
4963,pcrctk,m7lNay,Year Round,Woody & Wilcox,American-Style India Pale Ale,6.0,60.0,N,IPA
4964,pcrctk,3pibIN,,Woody & Wilcox’s Hop Experiment Session Ale - Special Hop Blend,Session India Pale Ale,4.9,,N,IPA
4965,pcrctk,l0pSNp,Limited,Zest Fest,Other Belgian-Style Ales,6.5,35.0,N,Other
4966,kHGmaY,pMniBt,Limited,Blood Orange Pale Ale,American-Style Pale Ale,5.3,45.0,N,Pale Ale
4967,kHGmaY,RgWWLK,,Coffee Stout,Specialty Stouts,5.9,40.0,N,Other
4968,kHGmaY,NPjUO0,,Cranberry Kölsch,German-Style Kölsch / Köln-Style Kölsch,4.5,,N,Other
4969,kHGmaY,WSZ3vh,Seasonal,Fall Amber with Roasted Pecans,American-Style Amber/Red Ale,6.1,35.0,N,Ale
4970,kHGmaY,u8qFmG,Year Round,Grapefruit IPA,American-Style India Pale Ale,6.5,55.0,N,IPA
4971,kHGmaY,D34u2S,Limited,Heaven Hill Bourbon Barrel-Aged Imperial Stout,American-Style Imperial Stout,11.8,65.0,N,Stout
4972,kHGmaY,l60gEZ,,Hoppy Blonde,Golden or Blonde Ale,6.0,40.0,N,Ale
4973,kHGmaY,Hp7Rcp,Year Round,IPA,American-Style India Pale Ale,7.0,55.0,N,IPA
4974,kHGmaY,3BfpJx,Year Round,Kolsch,German-Style Kölsch / Köln-Style Kölsch,,,N,Other
4975,kHGmaY,ajM5t1,Seasonal,No Noggin Pumpkinhead Ghostman Ale,Strong Ale,7.0,25.0,N,Ale
4976,kHGmaY,fVOdTO,Year Round,Pale Ale,American-Style Pale Ale,5.8,45.0,N,Pale Ale
4977,kHGmaY,8mHs58,Seasonal,Stout,American-Style Stout,6.2,40.0,N,Stout
4978,kHGmaY,pMniBt,Limited,Blood Orange Pale Ale,American-Style Pale Ale,5.3,45.0,N,Pale Ale
4979,kHGmaY,RgWWLK,,Coffee Stout,Specialty Stouts,5.9,40.0,N,Other
4980,kHGmaY,NPjUO0,,Cranberry Kölsch,German-Style Kölsch / Köln-Style Kölsch,4.5,,N,Other
4981,kHGmaY,WSZ3vh,Seasonal,Fall Amber with Roasted Pecans,American-Style Amber/Red Ale,6.1,35.0,N,Ale
4982,kHGmaY,u8qFmG,Year Round,Grapefruit IPA,American-Style India Pale Ale,6.5,55.0,N,IPA
4983,kHGmaY,D34u2S,Limited,Heaven Hill Bourbon Barrel-Aged Imperial Stout,American-Style Imperial Stout,11.8,65.0,N,Stout
4984,kHGmaY,l60gEZ,,Hoppy Blonde,Golden or Blonde Ale,6.0,40.0,N,Ale
4985,kHGmaY,Hp7Rcp,Year Round,IPA,American-Style India Pale Ale,7.0,55.0,N,IPA
4986,kHGmaY,3BfpJx,Year Round,Kolsch,German-Style Kölsch / Köln-Style Kölsch,,,N,Other
4987,kHGmaY,ajM5t1,Seasonal,No Noggin Pumpkinhead Ghostman Ale,Strong Ale,7.0,25.0,N,Ale
4988,kHGmaY,fVOdTO,Year Round,Pale Ale,American-Style Pale Ale,5.8,45.0,N,Pale Ale
4989,kHGmaY,8mHs58,Seasonal,Stout,American-Style Stout,6.2,40.0,N,Stout
4990,NKnnkv,tvUf7S,Seasonal,Barbieswine,British-Style Barley Wine Ale,11.0,30.0,N,Ale
4991,NKnnkv,1Z3B6H,,Boar Bitter,Ordinary Bitter,3.8,19.0,N,Other
4992,NKnnkv,dslzFi,,Boar Brown,American-Style Brown Ale,5.0,24.0,N,Ale
4993,NKnnkv,hLCTsf,Year Round,Boarrior IPA,Classic English-Style Pale Ale,5.2,60.0,N,Pale Ale
4994,NKnnkv,GCUnP9,,Extra Special Pig,Extra Special Bitter,5.3,30.0,N,Other
4995,NKnnkv,nPcg0l,Spring,Hoofenweizen,South German-Style Hefeweizen / Hefeweissbier,5.0,16.0,N,Hefeweizen
4996,NKnnkv,t0Eilw,,Hunting Saison,French & Belgian-Style Saison,6.0,,N,Saison
4997,NKnnkv,sWDbYa,,Mild Mud,English-Style Pale Mild Ale,3.6,12.0,N,Ale
4998,NKnnkv,GgVucV,,PIg Porker,Brown Porter,5.3,20.0,N,Porter
4999,NKnnkv,JevI26,,Pigmosa,Specialty Beer,4.1,6.0,N,Other
5000,NKnnkv,eMn6T4,Year Round,Plain Pig,English-Style Pale Mild Ale,3.8,19.0,N,Ale
5001,NKnnkv,234IJd,Fall,Punk Pig Ale,Herb and Spice Beer,3.8,19.0,N,Other
5002,NKnnkv,PjLUAC,Fall,Punk Piggy,Herb and Spice Beer,8.0,20.0,N,Other
5003,NKnnkv,UpwPi1,,Snout Stout,American-Style Stout,4.8,24.0,N,Stout
5004,NKnnkv,tvUf7S,Seasonal,Barbieswine,British-Style Barley Wine Ale,11.0,30.0,N,Ale
5005,NKnnkv,1Z3B6H,,Boar Bitter,Ordinary Bitter,3.8,19.0,N,Other
5006,NKnnkv,dslzFi,,Boar Brown,American-Style Brown Ale,5.0,24.0,N,Ale
5007,NKnnkv,hLCTsf,Year Round,Boarrior IPA,Classic English-Style Pale Ale,5.2,60.0,N,Pale Ale
5008,NKnnkv,GCUnP9,,Extra Special Pig,Extra Special Bitter,5.3,30.0,N,Other
5009,NKnnkv,nPcg0l,Spring,Hoofenweizen,South German-Style Hefeweizen / Hefeweissbier,5.0,16.0,N,Hefeweizen
5010,NKnnkv,t0Eilw,,Hunting Saison,French & Belgian-Style Saison,6.0,,N,Saison
5011,NKnnkv,sWDbYa,,Mild Mud,English-Style Pale Mild Ale,3.6,12.0,N,Ale
5012,NKnnkv,GgVucV,,PIg Porker,Brown Porter,5.3,20.0,N,Porter
5013,NKnnkv,JevI26,,Pigmosa,Specialty Beer,4.1,6.0,N,Other
5014,NKnnkv,eMn6T4,Year Round,Plain Pig,English-Style Pale Mild Ale,3.8,19.0,N,Ale
5015,NKnnkv,234IJd,Fall,Punk Pig Ale,Herb and Spice Beer,3.8,19.0,N,Other
5016,NKnnkv,PjLUAC,Fall,Punk Piggy,Herb and Spice Beer,8.0,20.0,N,Other
5017,NKnnkv,UpwPi1,,Snout Stout,American-Style Stout,4.8,24.0,N,Stout
5018,5rX6XO,4ZHH5e,,Hazy Pale Ale,Juicy or Hazy Pale Ale,5.2,40.0,N,Pale Ale
5019,5rX6XO,LWZ8hl,,LoCal Resolution,American-Style Low-Carbohydrate Light Lager,4.2,14.0,N,Lager
5020,5rX6XO,bJ64lf,,Riviera,"Australasian, Latin American or Tropical-Style Light Lager",5.0,18.0,N,Lager
5021,5rX6XO,NZwpIt,,Seven Saturdays,American-Style India Pale Ale,6.2,60.0,N,IPA
5022,rOLOWd,NXJe0I,Year Round,All Hopped up Brown Ale,American-Style Brown Ale,6.4,,N,Ale
5023,rOLOWd,CM5YTw,,Chuck-Will's Widow Black IPA,American-Style India Pale Ale,6.8,,N,IPA
5024,rOLOWd,lDapqr,Year Round,Farmhouse Brown Ale,American-Style Brown Ale,6.9,,N,Ale
5025,rOLOWd,HwhbF7,Year Round,Farmhouse Dubbel,Belgian-Style Dubbel,8.8,,N,Other
5026,rOLOWd,8ts1hQ,Year Round,Farmhouse IPA,American-Style India Pale Ale,8.9,,N,IPA
5027,rOLOWd,uGQPOY,Limited,Farmhouse Saison: Batch II,French & Belgian-Style Saison,5.8,,N,Saison
5028,rOLOWd,fcyn5g,Year Round,Farmhouse Tripel,Belgian-Style Tripel,10.2,,N,Other
5029,rOLOWd,ofoMdN,Year Round,High Water IPA,American-Style India Pale Ale,7.2,,N,IPA
5030,rOLOWd,QzXAmo,Year Round,Lili's Breakfast Stout,American-Style Stout,5.8,,N,Stout
5031,rOLOWd,Wa9DXz,Year Round,Purdy's Pale Ale,American-Style Pale Ale,5.7,,N,Pale Ale
5032,rOLOWd,NXJe0I,Year Round,All Hopped up Brown Ale,American-Style Brown Ale,6.4,,N,Ale
5033,rOLOWd,CM5YTw,,Chuck-Will's Widow Black IPA,American-Style India Pale Ale,6.8,,N,IPA
5034,rOLOWd,lDapqr,Year Round,Farmhouse Brown Ale,American-Style Brown Ale,6.9,,N,Ale
5035,rOLOWd,HwhbF7,Year Round,Farmhouse Dubbel,Belgian-Style Dubbel,8.8,,N,Other
5036,rOLOWd,8ts1hQ,Year Round,Farmhouse IPA,American-Style India Pale Ale,8.9,,N,IPA
5037,rOLOWd,uGQPOY,Limited,Farmhouse Saison: Batch II,French & Belgian-Style Saison,5.8,,N,Saison
5038,rOLOWd,fcyn5g,Year Round,Farmhouse Tripel,Belgian-Style Tripel,10.2,,N,Other
5039,rOLOWd,ofoMdN,Year Round,High Water IPA,American-Style India Pale Ale,7.2,,N,IPA
5040,rOLOWd,QzXAmo,Year Round,Lili's Breakfast Stout,American-Style Stout,5.8,,N,Stout
5041,rOLOWd,Wa9DXz,Year Round,Purdy's Pale Ale,American-Style Pale Ale,5.7,,N,Pale Ale
5042,rOLOWd,NXJe0I,Year Round,All Hopped up Brown Ale,American-Style Brown Ale,6.4,,N,Ale
5043,rOLOWd,CM5YTw,,Chuck-Will's Widow Black IPA,American-Style India Pale Ale,6.8,,N,IPA
5044,rOLOWd,lDapqr,Year Round,Farmhouse Brown Ale,American-Style Brown Ale,6.9,,N,Ale
